work_id,name,role,instrument
5206*6,"Reardon, John",S,Baritone
5206*6,"Driscoll, Loren",S,Tenor
5206*6,Choral Art Society,S,Chorus
8865*7,"Nixon, Marni",S,Soprano
8865*7,"Darian, Anita",S,Soprano
8865*7,Choral Art Society,S,Chorus
8865*10,"Nixon, Marni",S,Soprano
8865*10,"Darian, Anita",S,Soprano
8865*10,"Driscoll, Loren",S,Tenor
8865*10,"Reardon, John",S,Baritone
8865*10,Choral Art Society,S,Chorus
8865*4,"Nixon, Marni",S,Soprano
8865*4,"Darian, Anita",S,Soprano
8865*4,"Driscoll, Loren",S,Tenor
8865*4,Choral Art Society,S,Chorus
8865*5,"Nixon, Marni",S,Soprano
8865*5,"Darian, Anita",S,Soprano
8865*5,"Driscoll, Loren",S,Tenor
8865*5,"Reardon, John",S,Baritone
8865*5,Choral Art Society,S,Chorus
8865*6,"Nixon, Marni",S,Soprano
8865*6,"Darian, Anita",S,Soprano
8865*6,"Driscoll, Loren",S,Tenor
8865*6,"Reardon, John",S,Baritone
8865*6,Choral Art Society,S,Chorus
8865*8,"Nixon, Marni",S,Soprano
8865*8,"Reardon, John",S,Baritone
8865*9,"Nixon, Marni",S,Soprano
8865*9,"Darian, Anita",S,Soprano
8865*9,"Driscoll, Loren",S,Tenor
8865*9,"Reardon, John",S,Baritone
8865*9,Choral Art Society,S,Chorus
8865*3,"Nixon, Marni",S,Soprano
8865*3,"Darian, Anita",S,Soprano
8865*3,"Driscoll, Loren",S,Tenor
8865*3,"Reardon, John",S,Baritone
8865*3,Choral Art Society,S,Chorus
52134*,"Lettvin, Theodore",S,Piano
9210*3,"Tyler, Veronica",S,Soprano
9210*4,"Mosley, Robert",S,Baritone
9210*4,Schola Cantorum of NY,S,Chorus
9210*30,Schola Cantorum of NY,S,Chorus
9210*6,"Tyler, Veronica",S,Soprano
9210*6,Schola Cantorum of NY,S,Chorus
9210*11,"Tyler, Veronica",S,Soprano
9210*11,Schola Cantorum of NY,S,Chorus
9210*8,"Mosley, Robert",S,Baritone
9210*8,Schola Cantorum of NY,S,Chorus
9210*9,"Mosley, Robert",S,Baritone
9210*9,"Tyler, Veronica",S,Soprano
9210*10,Schola Cantorum of NY,S,Chorus
9210*13,"Mosley, Robert",S,Baritone
9210*13,Schola Cantorum of NY,S,Chorus
9210*21,"Mosley, Robert",S,Baritone
9210*23,"Mosley, Robert",S,Baritone
9210*23,Schola Cantorum of NY,S,Chorus
9210*22,"Mosley, Robert",S,Baritone
52134*,"Lettvin, Theodore",S,Piano
9210*3,"Tyler, Veronica",S,Soprano
9210*4,"Mosley, Robert",S,Baritone
9210*4,Schola Cantorum of NY,S,Chorus
9210*30,Schola Cantorum of NY,S,Chorus
9210*6,"Tyler, Veronica",S,Soprano
9210*6,Schola Cantorum of NY,S,Chorus
9210*11,"Tyler, Veronica",S,Soprano
9210*11,Schola Cantorum of NY,S,Chorus
9210*8,"Mosley, Robert",S,Baritone
9210*8,Schola Cantorum of NY,S,Chorus
9210*9,"Tyler, Veronica",S,Soprano
9210*9,"Mosley, Robert",S,Baritone
9210*10,Schola Cantorum of NY,S,Chorus
9210*13,"Mosley, Robert",S,Baritone
9210*13,Schola Cantorum of NY,S,Chorus
9210*21,"Mosley, Robert",S,Baritone
9210*23,"Mosley, Robert",S,Baritone
9210*23,Schola Cantorum of NY,S,Chorus
9210*9,"Tyler, Veronica",S,Soprano
9210*9,"Mosley, Robert",S,Baritone
53685*,"Addison, Adele",S,Soprano
53685*,"Camerata Singers, The",S,Chorus
3433*,"Casadesus, Robert",S,Piano
51574*,"Camerata Singers, The",S,Chorus
51581*,"Camerata Singers, The",S,Chorus
51408*,"Camerata Singers, The",S,Chorus
51408*,"Bogart, John Paul",A,Boy Soprano
51436*,"Francescatti, Zino",S,Violin
51399*,"Entremont, Philippe",S,Piano
51408*,"Camerata Singers, The",S,Chorus
51408*,"Bogart, John Paul",A,Boy Soprano
51436*,"Francescatti, Zino",S,Violin
51399*,"Entremont, Philippe",S,Piano
53685*,"Addison, Adele",S,Soprano
53685*,"Camerata Singers, The",S,Chorus
2349*,"Francescatti, Zino",S,Violin
51574*,"Camerata Singers, The",S,Chorus
51581*,"Camerata Singers, The",S,Chorus
6364*,"Kirkpatrick, Ralph",S,Harpsichord
6364*,"Raimondi, Matthew",A,Violin
6364*,"McCracken, Charles",A,Cello
6367*,"Simoneau, Leopold",S,Tenor
6367*,"McCracken, Charles",A,Cello
6367*,"Kirkpatrick, Ralph",S,Harpsichord
6376*2,"Kirkpatrick, Ralph",S,Harpsichord
6376*3,"Kirkpatrick, Ralph",S,Harpsichord
6376*4,"Kirkpatrick, Ralph",S,Harpsichord
6376*5,"Kirkpatrick, Ralph",S,Harpsichord
6376*12,"Kirkpatrick, Ralph",S,Harpsichord
6376*6,"Kirkpatrick, Ralph",S,Harpsichord
6376*7,"Kirkpatrick, Ralph",S,Harpsichord
6376*8,"Kirkpatrick, Ralph",S,Harpsichord
6376*10,"Kirkpatrick, Ralph",S,Harpsichord
6376*11,"Kirkpatrick, Ralph",S,Harpsichord
6373*3,"Kirkpatrick, Ralph",S,Harpsichord
6373*7,"Kirkpatrick, Ralph",S,Harpsichord
6376*16,"Kirkpatrick, Ralph",S,Harpsichord
6376*13,"Kirkpatrick, Ralph",S,Harpsichord
6376*14,"Kirkpatrick, Ralph",S,Harpsichord
6376*18,"Kirkpatrick, Ralph",S,Harpsichord
6376*20,"Kirkpatrick, Ralph",S,Harpsichord
6380*,"Tourel, Jennie",S,Mezzo-Soprano
6380*,"Raimondi, Matthew",A,Violin
6380*,"Ajemian, Anahid",A,Violin
6380*,"McCracken, Charles",A,Cello
6380*,"Kirkpatrick, Ralph",S,Harpsichord
6385*,"Kirkpatrick, Ralph",S,Harpsichord
6385*,"Raimondi, Matthew",A,Violin
6385*,"McCracken, Charles",A,Cello
6388*,"Francescatti, Zino",S,Violin
6388*,"Casadesus, Robert",S,Piano
6393*,"Francescatti, Zino",S,Violin
6393*,"Casadesus, Robert",S,Piano
6435*,"Francescatti, Zino",S,Violin
6435*,"Casadesus, Robert",S,Piano
6435*,"Robbins, Bernard",A,Violin
6435*,"Rudin, Leon",A,Violin
6435*,"Davis, Leonard",A,Viola
6435*,"Ormandy, Martin",A,Cello
51306*,"Arroyo, Martina",S,Soprano
51306*,"Verreau, Richard",S,Tenor
51306*,"Uppman, Theodor",S,Baritone
51306*,"Bogue, Laurence",S,Baritone
51306*,"Camerata Singers, The",S,Chorus
51306*,"Arroyo, Martina",S,Soprano
51306*,"Verreau, Richard",S,Tenor
51306*,"Uppman, Theodor",S,Baritone
51306*,"Bogue, Laurence",S,Baritone
51306*,"Camerata Singers, The",S,Chorus
52057*,"Group for Contemporary Music, The",A,Chamber Orchestra
2673*2,"Beardslee, Bethany",A,Soprano
2673*2,"Group for Contemporary Music, The",A,Chamber Orchestra
6399*,Lenox Quartet (1965),A,String Quartet
6399*,"Marsh, Peter",A,Violin
6399*,"Pettys, Delmar",A,Violin
6399*,"Hersh, Paul",A,Viola
6399*,"McCall, Donald",A,Cello
6403*,"Cunningham, Merce",A,Dancer
6403*,"Brown, Carolyn",A,Dancer
6403*,"Lloyd, Barbara",A,Dancer
6403*,"Neels, Sandra",A,Dancer
6403*,"Reid, Albert",A,Dancer
6403*,"Saul, Peter",A,Dancer
6403*,"Solomons, Gus, Jr.",A,Dancer
6403*,"Cage, John",A, 
6403*,"Goldstein, Malcolm",A, 
6403*,"Lieberman, Frederick",A, 
6403*,"Tenney, James",A, 
6403*,"Tudor, David",A,Piano
6417*,"Casadesus, Robert",S,Piano
6417*,"Casadesus, Gaby",S,Piano
6417*,"Casadesus, Jean",S,Piano
52638*,"Camerata Singers, The",S,Womens Chorus
6424*,Chamber Ensemble-Marlboro Music Festival,S,Chamber Orchestra
6428*,Chamber Ensemble-Marlboro Music Festival,S,Chamber Orchestra
53502*,"Martin, Grace-Lynn",A,Soprano
53502*,Chamber Ensemble-Marlboro Music Festival,S,Chamber Orchestra
6432*,"Bogue, Laurence",A,Baritone
6432*,Chamber Ensemble-Marlboro Music Festival,S,Chamber Orchestra
50361*,"Ashkenasi, Shmuel",A,Violin
50361*,"Foley, Madeline",A,Cello
50361*,Chamber Ensemble-Marlboro Music Festival,S,Chamber Orchestra
6437*,"Clements, Joy",S,Soprano
6437*,"Turner, Claramae",S,Mezzo-Soprano
6437*,"Richards, Sindee",S,Speaker
6437*,"Treigle, Norman",S,Bass
6437*,"Cassilly, Richard",S,Tenor
6437*,"Fredricks, Richard",S,Baritone
6437*,"Miller, Kellis",S,Tenor
6437*,"Povia, Charlotte",S,Mezzo-Soprano
6437*,"Yule, Don",S,Baritone
6437*,"Friday, Carolyn",S,Soprano
6437*,Choral Art Society,S,Chorus
2681*,"Rose, Leonard",S,Cello
6455*,"Ellington, Duke",S,Piano
6455*,"Bellson, Louis",A,Drum Set
6455*,"Lamb, John",A,Contrabass
6464*,"Bellson, Louis",A,Drum Set
6464*,"Lamb, John",A,Contrabass
51203*,"Ellington, Duke",S,Narrator
52608*,"Cliburn, Van",S,Piano
4219*,"Bellson, Louis",A,Drum Set
4219*,"Lamb, John",A,Contrabass
4219*,"Ellington, Duke",S,Piano
6565*,"Bellson, Louis",A,Drum Set
6565*,"Lamb, John",A,Contrabass
6464*,"Bellson, Louis",A,Drum Set
6464*,"Lamb, John",A,Contrabass
51203*,"Ellington, Duke",S,Narrator
1847*,"Graffman, Gary",S,Piano
1847*,"Graffman, Gary",S,Piano
52461*,"Lee, Ella",S,Soprano
52461*,"Simon, Joanna",S,Mezzo-Soprano
52461*,"Cassilly, Richard",S,Tenor
52461*,"West, John",S,Bass
52461*,Manhattan Singers,S,Chorus
52461*,"Lee, Ella",S,Soprano
52461*,"Simon, Joanna",S,Mezzo-Soprano
52461*,"Cassilly, Richard",S,Tenor
52461*,"West, John",S,Bass
52461*,Manhattan Singers,S,Chorus
52461*,"Lee, Ella",S,Soprano
52461*,"Simon, Joanna",S,Mezzo-Soprano
52461*,"Cassilly, Richard",S,Tenor
52461*,"West, John",S,Bass
52461*,Manhattan Singers,S,Chorus
52461*4,"Lee, Ella",S,Soprano
52461*4,"Simon, Joanna",A,Mezzo-Soprano
52461*4,"Cassilly, Richard",S,Tenor
52461*4,"West, John",S,Bass
52461*4,Manhattan Singers,S,Chorus
50951*,"Goodman, Benny",S,Clarinet
50951*,"Goodman, Benny",S,Clarinet
50951*,"Goodman, Benny",S,Clarinet
50951*,"Goodman, Benny",S,Clarinet
1218*,"Copland, Aaron",S,Piano
1218*,"Copland, Aaron",S,Piano
1218*,"Copland, Aaron",S,Piano
1218*,"Copland, Aaron",S,Piano
51164*,"Davis, Ivan",S,Piano
5176*,"Curtin, Phyllis",S,Soprano
8625*,"Curtin, Phyllis",S,Soprano
8630*,"Curtin, Phyllis",S,Soprano
8631*,"Curtin, Phyllis",S,Soprano
5918*,"Curtin, Phyllis",S,Soprano
53364*,"Laurence, Eileen",A,Soprano
53364*,"Pyle, Thomas",A,Baritone
5176*,"Curtin, Phyllis",S,Soprano
8625*,"Curtin, Phyllis",S,Soprano
8630*,"Curtin, Phyllis",S,Soprano
8631*,"Curtin, Phyllis",S,Soprano
5918*,"Curtin, Phyllis",S,Soprano
53364*,"Laurence, Eileen",A,Soprano
53364*,"Pyle, Thomas",A,Baritone
5176*,"Curtin, Phyllis",S,Soprano
8625*,"Curtin, Phyllis",S,Soprano
8630*,"Curtin, Phyllis",S,Soprano
8631*,"Curtin, Phyllis",S,Soprano
5918*,"Curtin, Phyllis",S,Soprano
53364*,"Laurence, Eileen",A,Soprano
53364*,"Pyle, Thomas",A,Baritone
5176*,"Curtin, Phyllis",S,Soprano
8625*,"Curtin, Phyllis",S,Soprano
8630*,"Curtin, Phyllis",S,Soprano
8631*,"Curtin, Phyllis",S,Soprano
5918*,"Curtin, Phyllis",S,Soprano
53364*,"Laurence, Eileen",A,Soprano
53364*,"Pyle, Thomas",A,Baritone
5922*,"Szeryng, Henryk",S,Violin
51821*,"Crozier, Catherine",A,Organ
5922*,"Szeryng, Henryk",S,Violin
51821*,"Crozier, Catherine",A,Organ
5922*,"Szeryng, Henryk",S,Violin
51821*,"Crozier, Catherine",A,Organ
5922*,"Szeryng, Henryk",S,Violin
51821*,"Crozier, Catherine",A,Organ
1993*,"Buswell, James Oliver, IV",S,Violin
51821*,"Crozier, Catherine",A,Organ
5932*,Schola Cantorum of NY,S,Chorus
5932*,Farmingdale Boys' Choir,S,Boys Choir
5932*,"Foster, Richard",A,Organ
52461*4,"Arroyo, Martina",S,Soprano
52461*4,"Resnik, Regina",S,Mezzo-Soprano
52461*4,"Vickers, Jon",S,Tenor
52461*4,"Diaz [Díaz], Justino",S,Bass
52461*4,Schola Cantorum of NY,S,Chorus
2190*,"Graffman, Gary",S,Piano
2190*,"Graffman, Gary",S,Piano
2190*,"Graffman, Gary",S,Piano
2190*,"Graffman, Gary",S,Piano
51079*,"Curzon, Clifford",S,Piano
51079*,"Curzon, Clifford",S,Piano
51079*,"Curzon, Clifford",S,Piano
51079*,"Curzon, Clifford",S,Piano
2407*,"Johannesen, Grant",S,Piano
51328*,"Lincer, William",A,Viola
2407*,"Johannesen, Grant",S,Piano
51328*,"Lincer, William",A,Viola
2407*,"Johannesen, Grant",S,Piano
51328*,"Lincer, William",A,Viola
3924*4,"Garcia, Flor",S,Soprano
3924*1,"Garcia, Flor",S,Soprano
5871*,"Garcia, Flor",S,Soprano
6971*4,"Garcia, Flor",S,Soprano
5974*,"Garcia, Flor",S,Soprano
50259*4,"Garcia, Flor",S,Soprano
3634*,"Rostropovich, Mstislav",S,Cello
3634*,"Rostropovich, Mstislav",S,Cello
3634*,"Rostropovich, Mstislav",S,Cello
3634*,"Rostropovich, Mstislav",S,Cello
52878*,"Endich, Saramae",S,Soprano
52878*,"Lee, Ella",S,Soprano
52878*,"Lazenby, Ernestine",A,Soprano
52878*,"Tourel, Jennie",S,Mezzo-Soprano
52878*,"Wolff, Beverly",S,Mezzo-Soprano
52878*,"Shirley, George",S,Tenor
52878*,"Boyden, John",S,Baritone
52878*,"Flagello, Ezio",S,Bass
52878*,Westminster Choir,S,Chorus
52878*,St. Kilian Boychoir,S,Boys Choir
52878*,"Endich, Saramae",S,Soprano
52878*,"Lee, Ella",S,Soprano
52878*,"Lazenby, Ernestine",A,Soprano
52878*,"Tourel, Jennie",S,Mezzo-Soprano
52878*,"Wolff, Beverly",S,Mezzo-Soprano
52878*,"Shirley, George",S,Tenor
52878*,"Boyden, John",S,Baritone
52878*,"Flagello, Ezio",S,Bass
52878*,Westminster Choir,S,Chorus
52878*,St. Kilian Boychoir,S,Boys Choir
52878*,"Endich, Saramae",S,Soprano
52878*,"Lee, Ella",S,Soprano
52878*,"Lazenby, Ernestine",A,Soprano
52878*,"Tourel, Jennie",S,Mezzo-Soprano
52878*,"Wolff, Beverly",S,Mezzo-Soprano
52878*,"Shirley, George",S,Tenor
52878*,"Boyden, John",S,Baritone
52878*,"Flagello, Ezio",S,Bass
52878*,Westminster Choir,S,Chorus
52878*,St. Kilian Boychoir,S,Boys Choir
52878*,"Endich, Saramae",S,Soprano
52878*,"Lee, Ella",S,Soprano
52878*,"Lazenby, Ernestine",A,Soprano
52878*,"Tourel, Jennie",S,Mezzo-Soprano
52878*,"Wolff, Beverly",S,Mezzo-Soprano
52878*,"Shirley, George",S,Tenor
52878*,"Boyden, John",S,Baritone
52878*,"Flagello, Ezio",S,Bass
52878*,Westminster Choir,S,Chorus
52878*,St. Kilian Boychoir,S,Boys Choir
52878*,"Endich, Saramae",S,Soprano
52878*,"Lee, Ella",S,Soprano
52878*,"Lazenby, Ernestine",A,Soprano
52878*,"Tourel, Jennie",S,Mezzo-Soprano
52878*,"Wolff, Beverly",S,Mezzo-Soprano
52878*,"Shirley, George",S,Tenor
52878*,"Boyden, John",S,Baritone
52878*,"Flagello, Ezio",S,Bass
52878*,Westminster Choir,S,Chorus
52878*,St. Kilian Boychoir,S,Boys Choir
5452*2,"Corelli, Franco",S,Tenor
6505*1,"Kirsten, Dorothy",S,Soprano
8916*9,"Corelli, Franco",S,Tenor
8916*10,"Kirsten, Dorothy",S,Soprano
8916*16,"Corelli, Franco",S,Tenor
8916*16,"Kirsten, Dorothy",S,Soprano
3958*1,"Corelli, Franco",S,Tenor
2944*4,"Kirsten, Dorothy",S,Soprano
642*2,"Corelli, Franco",S,Tenor
642*3,"Kirsten, Dorothy",S,Soprano
642*4,"Corelli, Franco",S,Tenor
642*4,"Kirsten, Dorothy",S,Soprano
51061*,"de Larrocha, Alicia",S,Piano
51061*,"de Larrocha, Alicia",S,Piano
51061*,"de Larrocha, Alicia",S,Piano
51061*,"de Larrocha, Alicia",S,Piano
51061*,"de Larrocha, Alicia",S,Piano
3548*,"Michelangeli, Arturo Benedetti",S,Piano
3548*,"Michelangeli, Arturo Benedetti",S,Piano
3548*,"Michelangeli, Arturo Benedetti",S,Piano
3548*,"Michelangeli, Arturo Benedetti",S,Piano
807*,The Collegiate Chorale,S,Chorus
2233*,"Arroyo, Martina",S,Soprano
2233*,"Forrester, Maureen",S,Mezzo-Soprano
2233*,"Lewis, Richard",S,Tenor
2233*,"Flagello, Ezio",S,Bass
2233*,The Collegiate Chorale,S,Chorus
807*,The Collegiate Chorale,S,Chorus
2233*,"Arroyo, Martina",S,Soprano
2233*,"Forrester, Maureen",S,Mezzo-Soprano
2233*,"Lewis, Richard",S,Tenor
2233*,"Flagello, Ezio",S,Bass
2233*,The Collegiate Chorale,S,Chorus
807*,The Collegiate Chorale,S,Chorus
2233*,"Arroyo, Martina",S,Soprano
2233*,"Forrester, Maureen",S,Mezzo-Soprano
2233*,"Lewis, Richard",S,Tenor
2233*,"Flagello, Ezio",S,Bass
2233*,The Collegiate Chorale,S,Chorus
807*,The Collegiate Chorale,S,Chorus
2233*,"Arroyo, Martina",S,Soprano
2233*,"Forrester, Maureen",S,Mezzo-Soprano
2233*,"Lewis, Richard",S,Tenor
2233*,"Flagello, Ezio",S,Bass
2233*,The Collegiate Chorale,S,Chorus
50969*,"Corigliano, John, Sr.",S,Violin
51954*,"Corigliano, John, Sr.",A,Violin
50969*,"Corigliano, John, Sr.",S,Violin
51954*,"Corigliano, John, Sr.",A,Violin
50969*,"Corigliano, John, Sr.",S,Violin
51954*,"Corigliano, John, Sr.",A,Violin
50969*,"Corigliano, John, Sr.",S,Violin
51954*,"Corigliano, John, Sr.",A,Violin
2579*,"Serkin, Rudolf",S,Piano
53360*,"Baker, Julius",S,Flute
53360*,"Baker, Julius",S,Flute
53360*,"Baker, Julius",S,Flute
53360*,"Baker, Julius",S,Flute
51797*,"Stern, Isaac",S,Violin
51797*,"Gomberg, Harold",S,Oboe
2263*,"Stern, Isaac",S,Violin
51797*,"Stern, Isaac",S,Violin
51797*,"Gomberg, Harold",S,Oboe
2263*,"Stern, Isaac",S,Violin
51797*,"Stern, Isaac",S,Violin
51797*,"Gomberg, Harold",S,Oboe
2263*,"Stern, Isaac",S,Violin
51797*,"Stern, Isaac",S,Violin
51797*,"Gomberg, Harold",S,Oboe
2263*,"Stern, Isaac",S,Violin
51436*,"Francescatti, Zino",S,Violin
51436*,"Francescatti, Zino",S,Violin
51436*,"Francescatti, Zino",S,Violin
51436*,"Francescatti, Zino",S,Violin
2214*,"Lowenthal, Jerome",S,Piano
5963*1,"Schoenfield, Paul",A,Piano
5963*2,"Schoenfield, Paul",A,Piano
5963*3,"Sebastian, Stephanie",A,Piano
5963*4,"Sebastian, Stephanie",A,Piano
5963*5,"Oei, David",A,Piano
5963*6,"Oei, David",A,Piano
5963*8,"Oei, David",A,Piano
5963*9,"Oei, David",A,Piano
5963*13,"Gutierrez, Horacio",A,Piano
5963*14,"Gutierrez, Horacio",A,Piano
5963*1,"Schoenfield, Paul",A,Piano
5963*2,"Schoenfield, Paul",A,Piano
5963*3,"Sebastian, Stephanie",A,Piano
5963*4,"Sebastian, Stephanie",A,Piano
5963*5,"Oei, David",A,Piano
5963*6,"Oei, David",A,Piano
5963*8,"Oei, David",A,Piano
5963*9,"Oei, David",A,Piano
5963*13,"Gutierrez, Horacio",A,Piano
5963*14,"Gutierrez, Horacio",A,Piano
2214*,"Lowenthal, Jerome",S,Piano
52506*,"McIntyre, Donald",S,Bass
52506*,"Bullard, Gene",S,Tenor
52506*,"Wolff, Beverly",S,Mezzo-Soprano
52506*,"Marsh, Jane",S,Soprano
52506*,"Montes De Oca, Teresa",S,Soprano
52506*,"Bauer, Carol",S,Mezzo-Soprano
52506*,"Hirst, Grayson",S,Tenor
52506*,"Chall, Steven",S,Boy Soprano
52506*,"Camerata Singers, The",S,Chorus
52506*,"Prince-Joseph, Bruce",A,Organ
52506*,"McIntyre, Donald",S,Bass
52506*,"Bullard, Gene",S,Tenor
52506*,"Wolff, Beverly",S,Mezzo-Soprano
52506*,"Marsh, Jane",S,Soprano
52506*,"Montes De Oca, Teresa",S,Soprano
52506*,"Bauer, Carol",S,Mezzo-Soprano
52506*,"Hirst, Grayson",S,Tenor
52506*,"Chall, Steven",S,Boy Soprano
52506*,"Camerata Singers, The",S,Chorus
52506*,"Prince-Joseph, Bruce",A,Organ
52506*,"McIntyre, Donald",S,Bass
52506*,"Bullard, Gene",S,Tenor
52506*,"Wolff, Beverly",S,Mezzo-Soprano
52506*,"Marsh, Jane",S,Soprano
52506*,"Montes De Oca, Teresa",S,Soprano
52506*,"Bauer, Carol",S,Mezzo-Soprano
52506*,"Hirst, Grayson",S,Tenor
52506*,"Chall, Steven",S,Boy Soprano
52506*,"Camerata Singers, The",S,Chorus
52506*,"Prince-Joseph, Bruce",A,Organ
52506*,"McIntyre, Donald",S,Bass
52506*,"Bullard, Gene",S,Tenor
52506*,"Wolff, Beverly",S,Mezzo-Soprano
52506*,"Marsh, Jane",S,Soprano
52506*,"Montes De Oca, Teresa",S,Soprano
52506*,"Bauer, Carol",S,Mezzo-Soprano
52506*,"Hirst, Grayson",S,Tenor
52506*,"Chall, Steven",S,Boy Soprano
52506*,"Camerata Singers, The",S,Chorus
52506*,"Prince-Joseph, Bruce",A,Organ
4534*2,"Albanese, Licia",S,Soprano
5237*6,"Corelli, Franco",S,Tenor
2944*6,"Albanese, Licia",S,Soprano
2944*6,"Corelli, Franco",S,Tenor
1664*3,"Corelli, Franco",S,Tenor
375*1,"Albanese, Licia",S,Soprano
375*4,"Corelli, Franco",S,Tenor
375*4,"Albanese, Licia",S,Soprano
10574*,Local 48 Choral Group,S,Chorus
3965*,Local 48 Choral Group,S,Chorus
51049*,"Novaes, Guiomar",S,Piano
50332*,"Novaes, Guiomar",S,Piano
51049*,"Novaes, Guiomar",S,Piano
50332*,"Novaes, Guiomar",S,Piano
51049*,"Novaes, Guiomar",S,Piano
50332*,"Novaes, Guiomar",S,Piano
51049*,"Novaes, Guiomar",S,Piano
50332*,"Novaes, Guiomar",S,Piano
52608*,"Cliburn, Van",S,Piano
52608*,"Cliburn, Van",S,Piano
52608*,"Cliburn, Van",S,Piano
4314*,"Hiraoka, Yoichi",S,Xylophone
52608*,"Davis, Ivan",S,Piano
52608*,"Davis, Ivan",S,Piano
52608*,"Davis, Ivan",S,Piano
52608*,"Davis, Ivan",S,Piano
52608*,"Davis, Ivan",S,Piano
52608*,"Davis, Ivan",S,Piano
3277*,"Han, Tong Il",S,Piano
9005*10,"Kuchta, Gladys",S,Soprano
9005*10,"Parly, Ticho",S,Tenor
9005*10,"Kuchta, Gladys",S,Soprano
9005*10,"Parly, Ticho",S,Tenor
9005*10,"Kuchta, Gladys",S,Soprano
9005*10,"Parly, Ticho",S,Tenor
9005*10,"Kuchta, Gladys",S,Soprano
9005*10,"Parly, Ticho",S,Tenor
50047*,"Lewis, Richard",S,Tenor
50047*,"Warfield, William",S,Baritone
50047*,"Tyler, Veronica",S,Soprano
50047*,"Allen, Betty",S,Contralto
50047*,"Bressler, Charles",S,Tenor
50047*,"Paul, Thomas",S,Bass
50047*,"Davidoff, Judith",A,Viola da Gamba
50047*,"Fuller, Albert",A,Harpsichord
50047*,"Prince-Joseph, Bruce",A,Organ
50047*,"Silverman, Stanley",A,Lute
50047*,Schola Cantorum of NY,S,Chorus
50047*,Little Church Around the Corner Boys' Choir,S,Boys Choir
50047*,Browning School Boy's Choir,S,Boys Choir
50047*,St. Luke's Chapel Choir,S,Chorus
50047*,"Lewis, Richard",S,Tenor
50047*,"Warfield, William",S,Baritone
50047*,"Tyler, Veronica",S,Soprano
50047*,"Allen, Betty",S,Contralto
50047*,"Bressler, Charles",S,Tenor
50047*,"Paul, Thomas",S,Bass
50047*,"Davidoff, Judith",A,Viola da Gamba
50047*,"Fuller, Albert",A,Harpsichord
50047*,"Prince-Joseph, Bruce",A,Organ
50047*,"Silverman, Stanley",A,Lute
50047*,Schola Cantorum of NY,S,Chorus
50047*,Little Church Around the Corner Boys' Choir,S,Boys Choir
50047*,Browning School Boy's Choir,S,Boys Choir
50047*,St. Luke's Chapel Choir,S,Chorus
50047*,"Lewis, Richard",S,Tenor
50047*,"Warfield, William",S,Baritone
50047*,"Tyler, Veronica",S,Soprano
50047*,"Allen, Betty",S,Contralto
50047*,"Bressler, Charles",S,Tenor
50047*,"Paul, Thomas",S,Bass
50047*,"Davidoff, Judith",A,Viola da Gamba
50047*,"Fuller, Albert",A,Harpsichord
50047*,"Prince-Joseph, Bruce",A,Organ
50047*,"Silverman, Stanley",A,Lute
50047*,Schola Cantorum of NY,S,Chorus
50047*,Little Church Around the Corner Boys' Choir,S,Boys Choir
50047*,Browning School Boy's Choir,S,Boys Choir
50047*,St. Luke's Chapel Choir,S,Chorus
50047*,"Lewis, Richard",S,Tenor
50047*,"Warfield, William",S,Baritone
50047*,"Tyler, Veronica",S,Soprano
50047*,"Allen, Betty",S,Contralto
50047*,"Bressler, Charles",S,Tenor
50047*,"Paul, Thomas",S,Bass
50047*,"Davidoff, Judith",A,Viola da Gamba
50047*,"Fuller, Albert",A,Harpsichord
50047*,"Prince-Joseph, Bruce",A,Organ
50047*,"Silverman, Stanley",A,Lute
50047*,Schola Cantorum of NY,S,Chorus
50047*,Little Church Around the Corner Boys' Choir,S,Boys Choir
50047*,Browning School Boy's Choir,S,Boys Choir
50047*,St. Luke's Chapel Choir,S,Chorus
5988*,"Corigliano, John, Sr.",A,Violin
5988*,"Gullino, Frank",A,Violin
5988*,"Baker, Julius",A,Flute
51067*,"Kirchner, Leon",S,Piano
5988*,"Corigliano, John, Sr.",A,Violin
5988*,"Gullino, Frank",A,Violin
5988*,"Baker, Julius",A,Flute
51067*,"Kirchner, Leon",S,Piano
5988*,"Corigliano, John, Sr.",A,Violin
5988*,"Gullino, Frank",A,Violin
5988*,"Baker, Julius",A,Flute
51067*,"Kirchner, Leon",S,Piano
5988*,"Corigliano, John, Sr.",A,Violin
5988*,"Gullino, Frank",A,Violin
5988*,"Baker, Julius",A,Flute
51067*,"Kirchner, Leon",S,Piano
51233*5,"Horne, Marilyn",S,Mezzo-Soprano
6445*1,"Horne, Marilyn",S,Mezzo-Soprano
6445*5,"Horne, Marilyn",S,Mezzo-Soprano
6445*3,"Horne, Marilyn",S,Mezzo-Soprano
51251*,"Horne, Marilyn",S,Mezzo-Soprano
51251*,"Finkelstein, Gary",A,Boy Soprano
51233*5,"Horne, Marilyn",S,Mezzo-Soprano
6445*1,"Horne, Marilyn",S,Mezzo-Soprano
6445*5,"Horne, Marilyn",S,Mezzo-Soprano
6445*3,"Horne, Marilyn",S,Mezzo-Soprano
51251*,"Horne, Marilyn",S,Mezzo-Soprano
51251*,"Finkelstein, Gary",A,Boy Soprano
51233*5,"Horne, Marilyn",S,Mezzo-Soprano
6445*1,"Horne, Marilyn",S,Mezzo-Soprano
